# Resultant (after processing) measured flexural accelerances (m/(s^2N)) for flexural wavenumber estimation at respective locations 
# frequency, at 0.25 m, at 0.325 m, at 0.4 m, at 0.475 m, at 0.55 m, at 0.9 m, at 0.975 m, at 1.05 m, at 1.125 m, at 1.2 m, at 1.575 m, at 1.645 m, at 1.65 m, at 1.685 m, at 1.725 m, at 1.765 m, at 1.8 m, at 1.805 m, at 1.875 m
0.000000e+00+0.000000e+00j,7.182312e+00+0.000000e+00j,1.436198e+01+0.000000e+00j,2.229774e+01+0.000000e+00j,7.083101e+01+0.000000e+00j,2.607443e+02+0.000000e+00j,1.537305e+02+0.000000e+00j,-1.193259e+02+0.000000e+00j,-1.925084e+02+0.000000e+00j,-2.512713e+02+0.000000e+00j,-8.355567e+01+0.000000e+00j,-4.495188e+01+0.000000e+00j,-1.203385e+02+0.000000e+00j,-7.601660e+01+0.000000e+00j,2.582106e+02+0.000000e+00j,-1.471379e+02+0.000000e+00j,-8.917371e+00+0.000000e+00j,-2.647842e+01+0.000000e+00j,-1.027824e+02+0.000000e+00j,1.099521e+02+0.000000e+00j
3.182812e+03+0.000000e+00j,-1.616691e+00+1.864513e-01j,1.539544e+00+5.400759e-01j,2.304480e+00-2.800940e-01j,-1.898204e+00-6.278529e-01j,-3.480828e+00-8.981005e-02j,-1.149272e+00+1.303333e+00j,5.342299e+00+6.497374e-01j,-3.132956e+00-1.004097e+00j,-5.680381e+00+1.011198e-01j,6.357419e+00+1.876297e+00j,-6.576115e+00+7.815645e-02j,1.786232e+01-1.901380e-01j,1.595859e+01-1.091410e+00j,-7.155602e+00-2.417193e+00j,-1.880960e+01-5.410812e-01j,3.945523e+00+1.363760e+00j,1.688162e+01+1.767842e+00j,1.887973e+01+3.145131e+00j,-1.777052e+01-9.303053e-01j
3.183594e+03+0.000000e+00j,-1.627149e+00+1.791772e-01j,1.513725e+00+5.224356e-01j,2.306309e+00-2.824655e-01j,-1.876837e+00-6.120568e-01j,-3.468684e+00-6.213390e-02j,-1.158434e+00+1.305144e+00j,5.319541e+00+6.360233e-01j,-3.103428e+00-9.769604e-01j,-5.672030e+00+5.794920e-02j,6.329132e+00+1.845498e+00j,-6.475824e+00+1.425036e-01j,1.777821e+01-2.512356e-01j,1.596119e+01-1.140841e+00j,-7.094186e+00-2.371276e+00j,-1.863272e+01-4.805310e-01j,3.928613e+00+1.383613e+00j,1.682144e+01+1.604086e+00j,1.898630e+01+3.219697e+00j,-1.796966e+01-8.149473e-01j
3.184375e+03+0.000000e+00j,-1.637398e+00+1.906286e-01j,1.494768e+00+5.158563e-01j,2.301352e+00-2.972515e-01j,-1.852088e+00-5.996773e-01j,-3.466942e+00-5.519600e-02j,-1.178903e+00+1.300036e+00j,5.317691e+00+6.114196e-01j,-3.057701e+00-9.497378e-01j,-5.741148e+00+1.377181e-01j,6.310078e+00+1.797951e+00j,-6.595139e+00+1.179377e-01j,1.779362e+01-3.233344e-01j,1.587079e+01-1.239152e+00j,-7.066524e+00-2.361642e+00j,-1.853628e+01-3.982195e-01j,3.926408e+00+1.417758e+00j,1.671514e+01+1.543493e+00j,1.904197e+01+3.022552e+00j,-1.790812e+01-8.882314e-01j
3.185156e+03+0.000000e+00j,-1.647251e+00+1.876374e-01j,1.474335e+00+5.069427e-01j,2.308265e+00-2.969165e-01j,-1.835138e+00-5.890187e-01j,-3.463646e+00-3.207625e-02j,-1.212773e+00+1.287781e+00j,5.309513e+00+5.971774e-01j,-3.020022e+00-9.329367e-01j,-5.777597e+00+1.604476e-01j,6.276934e+00+1.754424e+00j,-6.536922e+00+2.292692e-01j,1.771787e+01-3.600819e-01j,1.585999e+01-1.321658e+00j,-6.994804e+00-2.258170e+00j,-1.857274e+01-3.019944e-01j,3.877238e+00+1.384630e+00j,1.670330e+01+1.430623e+00j,1.909312e+01+3.017453e+00j,-1.779509e+01-7.244703e-01j
3.185938e+03+0.000000e+00j,-1.649452e+00+1.965910e-01j,1.460059e+00+4.995888e-01j,2.298031e+00-3.063050e-01j,-1.811108e+00-5.801620e-01j,-3.465362e+00-2.900690e-02j,-1.234380e+00+1.296869e+00j,5.291695e+00+5.680797e-01j,-2.983966e+00-9.224169e-01j,-5.670790e+00+2.028760e-01j,6.253175e+00+1.705237e+00j,-6.517435e+00+3.687490e-01j,1.765667e+01-4.566727e-01j,1.573392e+01-1.319616e+00j,-6.958056e+00-2.262367e+00j,-1.851213e+01-3.615620e-01j,3.762250e+00+1.356135e+00j,1.674549e+01+1.423581e+00j,1.909524e+01+2.918211e+00j,-1.789299e+01-8.245853e-01j
3.186719e+03+0.000000e+00j,-1.656553e+00+1.966547e-01j,1.442591e+00+4.840260e-01j,2.298307e+00-3.088300e-01j,-1.793908e+00-5.673949e-01j,-3.458249e+00-9.364600e-03j,-1.247745e+00+1.314513e+00j,5.264570e+00+5.332676e-01j,-2.944881e+00-8.924532e-01j,-5.647054e+00+2.415114e-01j,6.227740e+00+1.665016e+00j,-6.557699e+00+2.267958e-01j,1.756515e+01-5.564993e-01j,1.572598e+01-1.476985e+00j,-6.886593e+00-2.212395e+00j,-1.849583e+01-1.032547e-01j,3.741449e+00+1.294083e+00j,1.672803e+01+1.375330e+00j,1.900138e+01+2.795948e+00j,-1.786357e+01-6.067418e-01j
3.187500e+03+0.000000e+00j,-1.669688e+00+1.993592e-01j,1.421073e+00+4.796772e-01j,2.303997e+00-3.177230e-01j,-1.767713e+00-5.587970e-01j,-3.443955e+00-1.564850e-03j,-1.255537e+00+1.289252e+00j,5.261538e+00+5.115243e-01j,-2.898553e+00-8.712707e-01j,-5.722030e+00+2.295749e-01j,6.203731e+00+1.622291e+00j,-6.650571e+00+3.252170e-01j,1.759770e+01-6.689042e-01j,1.563589e+01-1.493382e+00j,-6.831171e+00-2.144718e+00j,-1.839912e+01-2.019457e-01j,3.728763e+00+1.331825e+00j,1.670537e+01+1.329314e+00j,1.909924e+01+2.749238e+00j,-1.772033e+01-5.368112e-01j
3.188281e+03+0.000000e+00j,-1.676195e+00+2.020721e-01j,1.401471e+00+4.716940e-01j,2.300795e+00-3.214030e-01j,-1.751378e+00-5.447814e-01j,-3.440243e+00+1.139010e-02j,-1.288543e+00+1.294555e+00j,5.236637e+00+4.880642e-01j,-2.864829e+00-8.586795e-01j,-5.714073e+00+2.127721e-01j,6.173691e+00+1.586925e+00j,-6.598687e+00+3.495458e-01j,1.750050e+01-6.802947e-01j,1.556812e+01-1.540964e+00j,-6.789687e+00-2.079276e+00j,-1.843834e+01-1.812373e-01j,3.596443e+00+1.427554e+00j,1.672284e+01+1.243705e+00j,1.897035e+01+2.655624e+00j,-1.773632e+01-4.858090e-01j
3.189062e+03+0.000000e+00j,-1.687268e+00+2.014220e-01j,1.386685e+00+4.653502e-01j,2.302703e+00-3.260205e-01j,-1.732751e+00-5.414624e-01j,-3.442239e+00+1.704075e-02j,-1.308224e+00+1.292504e+00j,5.237224e+00+4.760735e-01j,-2.828311e+00-8.405067e-01j,-5.667739e+00+2.412501e-01j,6.158742e+00+1.564210e+00j,-6.648856e+00+4.085538e-01j,1.749245e+01-7.544876e-01j,1.558884e+01-1.553749e+00j,-6.764159e+00-2.168622e+00j,-1.841195e+01-5.851844e-02j,3.582128e+00+1.339951e+00j,1.672036e+01+1.218469e+00j,1.911079e+01+2.656713e+00j,-1.771393e+01-4.947267e-01j
3.189844e+03+0.000000e+00j,-1.696277e+00+2.028118e-01j,1.368159e+00+4.548482e-01j,2.293655e+00-3.388580e-01j,-1.713261e+00-5.287149e-01j,-3.441405e+00+3.940945e-02j,-1.336219e+00+1.280061e+00j,5.212978e+00+4.519185e-01j,-2.790869e+00-8.218166e-01j,-5.684867e+00+3.380412e-01j,6.129360e+00+1.505183e+00j,-6.595389e+00+3.680896e-01j,1.744810e+01-8.220793e-01j,1.556367e+01-1.619341e+00j,-6.729585e+00-1.997758e+00j,-1.825087e+01+4.640170e-02j,3.535191e+00+1.266127e+00j,1.669807e+01+1.202445e+00j,1.919643e+01+2.486369e+00j,-1.767213e+01-4.379004e-01j
3.190625e+03+0.000000e+00j,-1.704866e+00+2.050224e-01j,1.350411e+00+4.450604e-01j,2.295796e+00-3.409800e-01j,-1.692752e+00-5.205504e-01j,-3.427949e+00+5.075800e-02j,-1.361385e+00+1.269302e+00j,5.202395e+00+4.308215e-01j,-2.759006e+00-7.988795e-01j,-5.714968e+00+3.387347e-01j,6.099109e+00+1.459922e+00j,-6.660542e+00+4.266629e-01j,1.743067e+01-8.590986e-01j,1.546241e+01-1.668858e+00j,-6.641960e+00-1.984393e+00j,-1.834080e+01+6.368130e-02j,3.464638e+00+1.353273e+00j,1.668012e+01+1.079890e+00j,1.925805e+01+2.423768e+00j,-1.780600e+01-3.629925e-01j
3.191406e+03+0.000000e+00j,-1.713704e+00+2.101297e-01j,1.327464e+00+4.410417e-01j,2.303675e+00-3.417785e-01j,-1.677398e+00-5.106520e-01j,-3.430630e+00+7.070910e-02j,-1.369550e+00+1.287254e+00j,5.192918e+00+4.049786e-01j,-2.719477e+00-7.880958e-01j,-5.828582e+00+3.704285e-01j,6.073482e+00+1.444166e+00j,-6.658857e+00+4.635854e-01j,1.743198e+01-9.146007e-01j,1.549170e+01-1.760986e+00j,-6.661453e+00-2.033800e+00j,-1.833901e+01+2.381397e-01j,3.470299e+00+1.308813e+00j,1.668986e+01+9.794527e-01j,1.926594e+01+2.434993e+00j,-1.788139e+01-3.894306e-01j
3.192188e+03+0.000000e+00j,-1.723707e+00+2.124391e-01j,1.314109e+00+4.295031e-01j,2.297774e+00-3.586765e-01j,-1.651076e+00-5.077756e-01j,-3.422271e+00+6.723940e-02j,-1.390708e+00+1.281665e+00j,5.188813e+00+3.818389e-01j,-2.675560e+00-7.742056e-01j,-5.711585e+00+3.433066e-01j,6.047460e+00+1.407190e+00j,-6.604199e+00+5.163633e-01j,1.737306e+01-1.000035e+00j,1.542544e+01-1.756553e+00j,-6.622251e+00-1.983144e+00j,-1.817984e+01+2.598891e-01j,3.476544e+00+1.259224e+00j,1.671473e+01+1.050024e+00j,1.920767e+01+2.250198e+00j,-1.781627e+01-2.409179e-01j
3.192969e+03+0.000000e+00j,-1.728270e+00+2.097645e-01j,1.294711e+00+4.335561e-01j,2.304142e+00-3.523595e-01j,-1.639149e+00-4.983569e-01j,-3.425336e+00+7.777787e-02j,-1.416735e+00+1.270655e+00j,5.155585e+00+3.700751e-01j,-2.644529e+00-7.689476e-01j,-5.812056e+00+3.761704e-01j,6.033093e+00+1.371841e+00j,-6.578314e+00+5.294919e-01j,1.730546e+01-1.060569e+00j,1.537871e+01-1.682995e+00j,-6.570808e+00-1.934067e+00j,-1.815201e+01+2.240865e-01j,3.423488e+00+1.321232e+00j,1.672452e+01+9.784825e-01j,1.930893e+01+2.152838e+00j,-1.772432e+01-3.113930e-01j
3.193750e+03+0.000000e+00j,-1.741027e+00+2.123369e-01j,1.275783e+00+4.196957e-01j,2.304893e+00-3.619415e-01j,-1.614809e+00-4.888760e-01j,-3.419407e+00+9.533820e-02j,-1.445354e+00+1.279604e+00j,5.158488e+00+3.562329e-01j,-2.606061e+00-7.413367e-01j,-5.838410e+00+4.869311e-01j,6.006133e+00+1.346125e+00j,-6.683637e+00+4.886387e-01j,1.732364e+01-1.122728e+00j,1.533261e+01-1.781784e+00j,-6.495888e+00-1.858226e+00j,-1.805083e+01+2.427874e-01j,3.346057e+00+1.304050e+00j,1.667351e+01+8.728922e-01j,1.936135e+01+2.107640e+00j,-1.774502e+01-1.727075e-01j
3.194531e+03+0.000000e+00j,-1.740040e+00+2.175513e-01j,1.260595e+00+4.158264e-01j,2.301547e+00-3.683695e-01j,-1.597735e+00-4.827117e-01j,-3.411339e+00+1.055354e-01j,-1.468167e+00+1.282431e+00j,5.142552e+00+3.211397e-01j,-2.574352e+00-7.240308e-01j,-5.800687e+00+3.877685e-01j,5.995360e+00+1.287806e+00j,-6.748422e+00+4.783849e-01j,1.721589e+01-1.190484e+00j,1.528296e+01-1.876845e+00j,-6.487215e+00-1.913898e+00j,-1.816387e+01+4.365990e-01j,3.372337e+00+1.193794e+00j,1.667482e+01+8.232173e-01j,1.927210e+01+2.004329e+00j,-1.769419e+01-1.199339e-01j
3.195312e+03+0.000000e+00j,-1.754736e+00+2.236987e-01j,1.239600e+00+4.100215e-01j,2.304989e+00-3.750140e-01j,-1.583015e+00-4.726747e-01j,-3.413323e+00+1.183905e-01j,-1.476945e+00+1.289091e+00j,5.139976e+00+3.126505e-01j,-2.536617e+00-7.186671e-01j,-5.728350e+00+4.385019e-01j,5.977924e+00+1.262925e+00j,-6.806354e+00+4.952245e-01j,1.724444e+01-1.263090e+00j,1.526605e+01-1.970999e+00j,-6.403198e+00-1.851800e+00j,-1.808277e+01+5.153250e-01j,3.303531e+00+1.245644e+00j,1.666493e+01+7.856663e-01j,1.936145e+01+2.016122e+00j,-1.766399e+01-5.814000e-04j
3.196094e+03+0.000000e+00j,-1.759953e+00+2.265115e-01j,1.230091e+00+4.043739e-01j,2.302004e+00-3.802405e-01j,-1.559386e+00-4.731101e-01j,-3.407163e+00+1.274118e-01j,-1.497478e+00+1.288744e+00j,5.120470e+00+2.890029e-01j,-2.500736e+00-7.094229e-01j,-5.785514e+00+5.356566e-01j,5.938462e+00+1.232768e+00j,-6.739656e+00+6.288322e-01j,1.721657e+01-1.358753e+00j,1.527384e+01-1.963431e+00j,-6.404508e+00-1.846788e+00j,-1.808124e+01+4.053054e-01j,3.263985e+00+1.309935e+00j,1.666792e+01+7.405577e-01j,1.944220e+01+1.787577e+00j,-1.767157e+01+9.402070e-02j
3.196875e+03+0.000000e+00j,-1.778133e+00+2.236756e-01j,1.206349e+00+4.048319e-01j,2.307767e+00-3.791985e-01j,-1.543236e+00-4.566786e-01j,-3.407558e+00+1.463247e-01j,-1.530563e+00+1.285158e+00j,5.119792e+00+2.801488e-01j,-2.467691e+00-6.864161e-01j,-5.808463e+00+4.091488e-01j,5.914738e+00+1.213261e+00j,-6.797796e+00+5.625630e-01j,1.719696e+01-1.350050e+00j,1.524091e+01-2.046664e+00j,-6.312761e+00-1.795853e+00j,-1.805025e+01+5.522026e-01j,3.257543e+00+1.303930e+00j,1.668151e+01+6.265382e-01j,1.958742e+01+1.764695e+00j,-1.764722e+01+8.589090e-02j
3.197656e+03+0.000000e+00j,-1.779844e+00+2.260620e-01j,1.197352e+00+3.911959e-01j,2.300985e+00-3.893650e-01j,-1.520809e+00-4.508902e-01j,-3.408004e+00+1.438576e-01j,-1.563126e+00+1.283772e+00j,5.102510e+00+2.442404e-01j,-2.436365e+00-6.785786e-01j,-5.741611e+00+5.514949e-01j,5.895001e+00+1.174646e+00j,-6.792881e+00+6.734000e-01j,1.713462e+01-1.445089e+00j,1.517375e+01-2.043107e+00j,-6.282310e+00-1.720019e+00j,-1.798259e+01+5.488500e-01j,3.208652e+00+1.156329e+00j,1.660723e+01+6.210577e-01j,1.936442e+01+1.617272e+00j,-1.766045e+01+1.872463e-01j
3.198438e+03+0.000000e+00j,-1.794393e+00+2.283840e-01j,1.176227e+00+3.889094e-01j,2.308268e+00-3.981887e-01j,-1.510321e+00-4.445796e-01j,-3.409409e+00+1.603196e-01j,-1.577347e+00+1.294952e+00j,5.095671e+00+2.367987e-01j,-2.410656e+00-6.676530e-01j,-5.810546e+00+5.658814e-01j,5.865397e+00+1.160064e+00j,-6.824490e+00+6.393535e-01j,1.718155e+01-1.457735e+00j,1.517581e+01-2.102412e+00j,-6.267621e+00-1.772301e+00j,-1.801456e+01+6.645572e-01j,3.163542e+00+1.194225e+00j,1.671372e+01+5.951096e-01j,1.968717e+01+1.605886e+00j,-1.780779e+01+1.069746e-01j
3.199219e+03+0.000000e+00j,-1.799876e+00+2.268772e-01j,1.160458e+00+3.804566e-01j,2.303212e+00-3.986889e-01j,-1.489672e+00-4.378508e-01j,-3.399182e+00+1.747416e-01j,-1.589765e+00+1.295391e+00j,5.097936e+00+2.183564e-01j,-2.361403e+00-6.560611e-01j,-5.762509e+00+6.044757e-01j,5.854014e+00+1.112673e+00j,-6.802278e+00+7.097724e-01j,1.715715e+01-1.577807e+00j,1.516250e+01-2.195803e+00j,-6.267990e+00-1.733286e+00j,-1.801547e+01+7.924045e-01j,3.114024e+00+1.242481e+00j,1.670681e+01+4.988144e-01j,1.959604e+01+1.536986e+00j,-1.782061e+01+2.869609e-01j
3.200000e+03+0.000000e+00j,-1.804763e+00+2.365095e-01j,1.143711e+00+3.761297e-01j,2.305525e+00-4.093009e-01j,-1.473408e+00-4.385638e-01j,-3.405269e+00+1.820738e-01j,-1.615178e+00+1.299767e+00j,5.085216e+00+1.847259e-01j,-2.338204e+00-6.501940e-01j,-5.809069e+00+6.151532e-01j,5.826253e+00+1.106279e+00j,-6.800729e+00+7.922522e-01j,1.714023e+01-1.655209e+00j,1.519279e+01-2.238936e+00j,-6.227672e+00-1.704403e+00j,-1.795750e+01+6.071147e-01j,3.114792e+00+1.230587e+00j,1.670389e+01+5.075888e-01j,1.961758e+01+1.390211e+00j,-1.783062e+01+4.113856e-01j
3.200781e+03+0.000000e+00j,-1.817152e+00+2.361234e-01j,1.132027e+00+3.754508e-01j,2.312152e+00-4.053442e-01j,-1.452662e+00-4.298825e-01j,-3.401715e+00+1.893057e-01j,-1.646070e+00+1.295799e+00j,5.081738e+00+1.779201e-01j,-2.303427e+00-6.439001e-01j,-5.775041e+00+5.931199e-01j,5.807842e+00+1.058366e+00j,-6.880460e+00+7.545270e-01j,1.712560e+01-1.657907e+00j,1.516263e+01-2.241660e+00j,-6.147305e+00-1.693985e+00j,-1.794599e+01+8.412047e-01j,3.095880e+00+1.264979e+00j,1.669770e+01+4.593317e-01j,1.964240e+01+1.312251e+00j,-1.784786e+01+2.195875e-01j
3.201562e+03+0.000000e+00j,-1.831492e+00+2.377824e-01j,1.115497e+00+3.657475e-01j,2.315492e+00-4.147084e-01j,-1.438124e+00-4.194858e-01j,-3.400281e+00+2.035511e-01j,-1.658906e+00+1.318562e+00j,5.080964e+00+1.595659e-01j,-2.270252e+00-6.253916e-01j,-5.805791e+00+6.658664e-01j,5.790402e+00+1.032412e+00j,-6.832961e+00+7.788755e-01j,1.709548e+01-1.721166e+00j,1.507048e+01-2.324558e+00j,-6.089302e+00-1.675497e+00j,-1.804048e+01+9.460294e-01j,3.021300e+00+1.166070e+00j,1.669003e+01+3.690563e-01j,1.971415e+01+1.116976e+00j,-1.782310e+01+3.574008e-01j
3.202344e+03+0.000000e+00j,-1.835263e+00+2.382632e-01j,1.093930e+00+3.631921e-01j,2.313244e+00-4.254000e-01j,-1.425802e+00-4.213432e-01j,-3.403694e+00+2.094222e-01j,-1.685393e+00+1.310152e+00j,5.060372e+00+1.391558e-01j,-2.242656e+00-6.163650e-01j,-5.835090e+00+6.101153e-01j,5.757776e+00+9.953603e-01j,-6.953698e+00+8.239482e-01j,1.706973e+01-1.784075e+00j,1.509622e+01-2.362852e+00j,-6.133649e+00-1.619719e+00j,-1.790769e+01+9.990580e-01j,2.962702e+00+1.115782e+00j,1.668790e+01+2.580159e-01j,1.970568e+01+1.161243e+00j,-1.778449e+01+4.688065e-01j
3.203125e+03+0.000000e+00j,-1.847488e+00+2.395438e-01j,1.085235e+00+3.609848e-01j,2.318847e+00-4.212576e-01j,-1.405890e+00-4.151085e-01j,-3.400315e+00+2.255658e-01j,-1.695306e+00+1.321301e+00j,5.065008e+00+1.341668e-01j,-2.203785e+00-6.059545e-01j,-5.808186e+00+6.099330e-01j,5.751479e+00+9.802126e-01j,-6.981977e+00+8.002097e-01j,1.708846e+01-1.869767e+00j,1.512270e+01-2.392921e+00j,-6.079373e+00-1.611978e+00j,-1.803321e+01+9.495557e-01j,2.942638e+00+1.221652e+00j,1.674259e+01+3.008723e-01j,1.990749e+01+1.038863e+00j,-1.781736e+01+4.708417e-01j
3.203906e+03+0.000000e+00j,-1.858593e+00+2.560218e-01j,1.068033e+00+3.517129e-01j,2.315392e+00-4.312468e-01j,-1.392474e+00-4.066129e-01j,-3.389360e+00+2.357289e-01j,-1.721642e+00+1.310386e+00j,5.056613e+00+1.058582e-01j,-2.175653e+00-5.984200e-01j,-5.899413e+00+7.732533e-01j,5.729459e+00+9.193079e-01j,-6.905072e+00+9.053392e-01j,1.712392e+01-1.936087e+00j,1.508756e+01-2.411091e+00j,-6.012652e+00-1.584228e+00j,-1.786489e+01+9.563781e-01j,2.963195e+00+1.217284e+00j,1.676142e+01+2.008832e-01j,1.979209e+01+9.100410e-01j,-1.800740e+01+6.211412e-01j
3.204688e+03+0.000000e+00j,-1.867047e+00+2.481675e-01j,1.053193e+00+3.513447e-01j,2.320572e+00-4.348919e-01j,-1.367512e+00-4.051946e-01j,-3.398375e+00+2.474996e-01j,-1.739357e+00+1.324415e+00j,5.046747e+00+1.054922e-01j,-2.145468e+00-5.914869e-01j,-5.796962e+00+7.829200e-01j,5.705593e+00+9.167437e-01j,-6.930561e+00+8.323197e-01j,1.708839e+01-1.953132e+00j,1.504816e+01-2.496355e+00j,-5.979904e+00-1.584236e+00j,-1.803863e+01+1.128321e+00j,2.872066e+00+1.275726e+00j,1.669859e+01+1.804284e-01j,1.986006e+01+8.717949e-01j,-1.791184e+01+6.169598e-01j
3.205469e+03+0.000000e+00j,-1.879663e+00+2.531117e-01j,1.038017e+00+3.533168e-01j,2.316956e+00-4.409315e-01j,-1.356490e+00-4.043665e-01j,-3.404103e+00+2.485594e-01j,-1.770715e+00+1.320954e+00j,5.038557e+00+8.379160e-02j,-2.112167e+00-5.826286e-01j,-5.872124e+00+7.290735e-01j,5.701180e+00+8.938429e-01j,-7.057247e+00+9.400431e-01j,1.705034e+01-2.049324e+00j,1.507819e+01-2.449368e+00j,-5.968495e+00-1.477103e+00j,-1.789074e+01+1.317779e+00j,2.896432e+00+1.186110e+00j,1.675408e+01+1.592702e-01j,1.984119e+01+7.470826e-01j,-1.785299e+01+7.552434e-01j
3.206250e+03+0.000000e+00j,-1.884911e+00+2.540478e-01j,1.021200e+00+3.465049e-01j,2.323277e+00-4.454866e-01j,-1.331052e+00-3.982775e-01j,-3.392631e+00+2.641144e-01j,-1.800803e+00+1.343455e+00j,5.029481e+00+5.315835e-02j,-2.084948e+00-5.779002e-01j,-5.886387e+00+7.603005e-01j,5.659662e+00+8.666755e-01j,-7.075936e+00+1.007836e+00j,1.706452e+01-2.091178e+00j,1.506156e+01-2.524776e+00j,-5.912864e+00-1.487322e+00j,-1.794235e+01+1.141451e+00j,2.843571e+00+1.176430e+00j,1.672903e+01+5.944130e-02j,1.990609e+01+6.443664e-01j,-1.792039e+01+7.320144e-01j
3.207031e+03+0.000000e+00j,-1.895774e+00+2.547769e-01j,1.004817e+00+3.383383e-01j,2.320289e+00-4.494000e-01j,-1.322687e+00-3.917286e-01j,-3.396539e+00+2.757665e-01j,-1.805738e+00+1.338975e+00j,5.030232e+00+4.384365e-02j,-2.044397e+00-5.656635e-01j,-5.961960e+00+7.762598e-01j,5.656296e+00+8.467135e-01j,-7.127266e+00+9.854827e-01j,1.702877e+01-2.160940e+00j,1.506352e+01-2.659796e+00j,-5.836208e+00-1.496701e+00j,-1.807262e+01+1.227488e+00j,2.775077e+00+1.161792e+00j,1.675887e+01-2.948510e-02j,1.996805e+01+5.482324e-01j,-1.794680e+01+8.705381e-01j
3.207812e+03+0.000000e+00j,-1.901276e+00+2.552667e-01j,9.899325e-01+3.380550e-01j,2.326677e+00-4.490140e-01j,-1.299422e+00-3.872937e-01j,-3.397041e+00+2.858079e-01j,-1.838476e+00+1.351030e+00j,5.012646e+00+3.813465e-02j,-2.023648e+00-5.587838e-01j,-5.839975e+00+7.056036e-01j,5.636391e+00+8.119873e-01j,-7.088626e+00+9.319799e-01j,1.703617e+01-2.182056e+00j,1.507188e+01-2.651695e+00j,-5.873805e+00-1.460357e+00j,-1.804004e+01+1.305911e+00j,2.763205e+00+1.320924e+00j,1.678662e+01-1.987805e-02j,1.994235e+01+5.060590e-01j,-1.797558e+01+7.753383e-01j
3.208594e+03+0.000000e+00j,-1.919860e+00+2.586745e-01j,9.759695e-01+3.338950e-01j,2.338059e+00-4.558932e-01j,-1.290355e+00-3.814922e-01j,-3.394917e+00+3.022290e-01j,-1.855066e+00+1.348841e+00j,5.020014e+00+2.111060e-02j,-1.992088e+00-5.535318e-01j,-5.809076e+00+8.352844e-01j,5.634277e+00+7.838070e-01j,-7.097541e+00+9.744286e-01j,1.707365e+01-2.227578e+00j,1.518557e+01-2.643529e+00j,-5.793922e+00-1.433123e+00j,-1.787634e+01+1.373992e+00j,2.667653e+00+1.152201e+00j,1.687376e+01-6.471765e-02j,2.011941e+01+3.498073e-01j,-1.795347e+01+9.152597e-01j
3.209375e+03+0.000000e+00j,-1.926121e+00+2.587215e-01j,9.583690e-01+3.318356e-01j,2.334468e+00-4.666636e-01j,-1.271541e+00-3.826146e-01j,-3.400010e+00+3.083417e-01j,-1.889613e+00+1.359466e+00j,5.021611e+00+5.535500e-03j,-1.969393e+00-5.463718e-01j,-5.910778e+00+8.833265e-01j,5.606178e+00+7.488082e-01j,-7.145603e+00+1.049281e+00j,1.705153e+01-2.290992e+00j,1.513152e+01-2.735570e+00j,-5.819515e+00-1.456630e+00j,-1.801144e+01+1.527752e+00j,2.805246e+00+1.265327e+00j,1.689907e+01-1.646178e-01j,2.017744e+01+3.370580e-01j,-1.805964e+01+9.769794e-01j
3.210156e+03+0.000000e+00j,-1.929563e+00+2.670255e-01j,9.479224e-01+3.274090e-01j,2.335823e+00-4.665277e-01j,-1.264239e+00-3.762880e-01j,-3.400582e+00+3.163286e-01j,-1.889328e+00+1.359819e+00j,5.014625e+00-1.050270e-02j,-1.939034e+00-5.437208e-01j,-5.870029e+00+8.584652e-01j,5.591064e+00+7.312492e-01j,-7.218694e+00+1.024289e+00j,1.707441e+01-2.374015e+00j,1.511867e+01-2.724334e+00j,-5.811596e+00-1.426441e+00j,-1.799142e+01+1.551786e+00j,2.688006e+00+1.211374e+00j,1.690881e+01-1.433563e-01j,2.022154e+01+1.173928e-01j,-1.802132e+01+1.059901e+00j
3.210938e+03+0.000000e+00j,-1.943741e+00+2.709724e-01j,9.313744e-01+3.258433e-01j,2.337648e+00-4.770928e-01j,-1.238882e+00-3.757830e-01j,-3.401832e+00+3.236092e-01j,-1.922138e+00+1.372893e+00j,5.009985e+00-2.661820e-02j,-1.907342e+00-5.421782e-01j,-5.864145e+00+9.089198e-01j,5.576331e+00+7.070022e-01j,-7.209539e+00+1.084123e+00j,1.706602e+01-2.409627e+00j,1.510397e+01-2.799628e+00j,-5.753405e+00-1.374944e+00j,-1.787533e+01+1.375026e+00j,2.676667e+00+1.316823e+00j,1.698975e+01-1.812361e-01j,2.023470e+01+5.709100e-02j,-1.805016e+01+1.155649e+00j
3.211719e+03+0.000000e+00j,-1.956316e+00+2.727904e-01j,9.151690e-01+3.236696e-01j,2.351326e+00-4.850538e-01j,-1.224759e+00-3.686107e-01j,-3.391376e+00+3.308931e-01j,-1.945539e+00+1.376496e+00j,5.012149e+00-3.554530e-02j,-1.877335e+00-5.338618e-01j,-5.944810e+00+9.541100e-01j,5.546439e+00+6.825956e-01j,-7.313874e+00+1.160651e+00j,1.710932e+01-2.480292e+00j,1.511895e+01-2.803057e+00j,-5.783241e+00-1.389074e+00j,-1.798410e+01+1.561241e+00j,2.665838e+00+1.329899e+00j,1.696402e+01-2.766705e-01j,2.030803e+01-3.335590e-02j,-1.831828e+01+1.221003e+00j
